Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Drug_condition_and_replicate,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SAMPLE_TYPE,SRA Study,STRAIN,Subsample,Time_point_(passage)
SRR10553858,WCS,50,23426400,PRJNA592371,SAMN13423637,"Microbe\, viral or environmental",4082198,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",Low CMP r2,SRX7236088,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B1_passage-58_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B1_passage-58_subsample-3,Culture,SRP233631,K-12 MG1655,3,58
SRR10553859,WCS,50,27197800,PRJNA592371,SAMN13423538,"Microbe\, viral or environmental",6628937,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",Low CMP r1,SRX7236087,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-A1_passage-20_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-A1_passage-20_subsample-4,Culture,SRP233631,K-12 MG1655,4,20
SRR10553860,WCS,50,22814900,PRJNA592371,SAMN13423636,"Microbe\, viral or environmental",3691760,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",Low CMP r2,SRX7236086,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B1_passage-58_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B1_passage-58_subsample-2,Culture,SRP233631,K-12 MG1655,2,58
SRR10553861,WCS,50,22776650,PRJNA592371,SAMN13423635,"Microbe\, viral or environmental",4127456,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",Low CMP r2,SRX7236085,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B1_passage-58_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B1_passage-58_subsample-1,Culture,SRP233631,K-12 MG1655,1,58
SRR10553862,WCS,50,23669600,PRJNA592371,SAMN13423634,"Microbe\, viral or environmental",3730039,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",Low CMP r2,SRX7236084,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B1_passage-54_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B1_passage-54_subsample-4,Culture,SRP233631,K-12 MG1655,4,54
SRR10553863,WCS,50,23962850,PRJNA592371,SAMN13423633,"Microbe\, viral or environmental",3699692,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",Low CMP r2,SRX7236083,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B1_passage-54_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B1_passage-54_subsample-3,Culture,SRP233631,K-12 MG1655,3,54
SRR10553864,WCS,50,23488250,PRJNA592371,SAMN13423632,"Microbe\, viral or environmental",3305199,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",Low CMP r2,SRX7236082,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B1_passage-54_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B1_passage-54_subsample-2,Culture,SRP233631,K-12 MG1655,2,54
SRR10553865,WCS,50,23454000,PRJNA592371,SAMN13423631,"Microbe\, viral or environmental",3766336,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",Low CMP r2,SRX7236081,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B1_passage-54_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B1_passage-54_subsample-1,Culture,SRP233631,K-12 MG1655,1,54
SRR10553866,WCS,50,23094600,PRJNA592371,SAMN13423630,"Microbe\, viral or environmental",3421310,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",Low CMP r2,SRX7236080,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B1_passage-52_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B1_passage-52_subsample-4,Culture,SRP233631,K-12 MG1655,4,52
SRR10553867,WCS,50,23501600,PRJNA592371,SAMN13423629,"Microbe\, viral or environmental",3367807,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",Low CMP r2,SRX7236079,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B1_passage-52_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B1_passage-52_subsample-3,Culture,SRP233631,K-12 MG1655,3,52
SRR10553868,WCS,50,23094550,PRJNA592371,SAMN13423628,"Microbe\, viral or environmental",3036951,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",Low CMP r2,SRX7236078,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B1_passage-52_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B1_passage-52_subsample-2,Culture,SRP233631,K-12 MG1655,2,52
SRR10553869,WCS,50,22333200,PRJNA592371,SAMN13423626,"Microbe\, viral or environmental",2744318,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",Low CMP r2,SRX7236077,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B1_passage-48_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B1_passage-48_subsample-4,Culture,SRP233631,K-12 MG1655,4,48
SRR10553870,WCS,50,22596750,PRJNA592371,SAMN13423625,"Microbe\, viral or environmental",2677650,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",Low CMP r2,SRX7236076,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B1_passage-48_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B1_passage-48_subsample-3,Culture,SRP233631,K-12 MG1655,3,48
SRR10553871,WCS,50,22234400,PRJNA592371,SAMN13423624,"Microbe\, viral or environmental",2348814,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",Low CMP r2,SRX7236075,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B1_passage-48_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B1_passage-48_subsample-2,Culture,SRP233631,K-12 MG1655,2,48
SRR10553872,WCS,50,21965700,PRJNA592371,SAMN13423623,"Microbe\, viral or environmental",2758644,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",Low CMP r2,SRX7236074,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B1_passage-48_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B1_passage-48_subsample-1,Culture,SRP233631,K-12 MG1655,1,48
SRR10553873,WCS,50,22485200,PRJNA592371,SAMN13423622,"Microbe\, viral or environmental",3448680,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",Low CMP r2,SRX7236073,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B1_passage-44_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B1_passage-44_subsample-4,Culture,SRP233631,K-12 MG1655,4,44
SRR10553874,WCS,50,125155800,PRJNA592371,SAMN13424470,"Microbe\, viral or environmental",52419613,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",No drug r3,SRX7236072,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-70_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-70_subsample-4,Culture,SRP233631,K-12 MG1655,4,70
SRR10553875,WCS,50,131028700,PRJNA592371,SAMN13424469,"Microbe\, viral or environmental",53789915,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",No drug r3,SRX7236071,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-70_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-70_subsample-3,Culture,SRP233631,K-12 MG1655,3,70
SRR10553876,WCS,50,132048850,PRJNA592371,SAMN13424468,"Microbe\, viral or environmental",51636501,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",No drug r3,SRX7236070,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-70_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-70_subsample-2,Culture,SRP233631,K-12 MG1655,2,70
SRR10553877,WCS,50,134051500,PRJNA592371,SAMN13424467,"Microbe\, viral or environmental",54054324,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",No drug r3,SRX7236069,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-70_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-70_subsample-1,Culture,SRP233631,K-12 MG1655,1,70
SRR10553878,WCS,50,22789700,PRJNA592371,SAMN13423621,"Microbe\, viral or environmental",3399484,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",Low CMP r2,SRX7236068,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B1_passage-44_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B1_passage-44_subsample-3,Culture,SRP233631,K-12 MG1655,3,44
SRR10553879,WCS,50,97466350,PRJNA592371,SAMN13424466,"Microbe\, viral or environmental",42433960,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",No drug r3,SRX7236067,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-66_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-66_subsample-4,Culture,SRP233631,K-12 MG1655,4,66
SRR10553880,WCS,50,102451050,PRJNA592371,SAMN13424465,"Microbe\, viral or environmental",43599064,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",No drug r3,SRX7236066,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-66_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-66_subsample-3,Culture,SRP233631,K-12 MG1655,3,66
SRR10553881,WCS,50,102376850,PRJNA592371,SAMN13424464,"Microbe\, viral or environmental",41927844,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",No drug r3,SRX7236065,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-66_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-66_subsample-2,Culture,SRP233631,K-12 MG1655,2,66
SRR10553882,WCS,50,107033100,PRJNA592371,SAMN13424463,"Microbe\, viral or environmental",44956096,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",No drug r3,SRX7236064,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-66_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-66_subsample-1,Culture,SRP233631,K-12 MG1655,1,66
SRR10553883,WCS,50,139912650,PRJNA592371,SAMN13424462,"Microbe\, viral or environmental",61859216,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",No drug r3,SRX7236063,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-64_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-64_subsample-4,Culture,SRP233631,K-12 MG1655,4,64
SRR10553884,WCS,50,146811850,PRJNA592371,SAMN13424461,"Microbe\, viral or environmental",63830825,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",No drug r3,SRX7236062,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-64_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-64_subsample-3,Culture,SRP233631,K-12 MG1655,3,64
SRR10553885,WCS,50,147028400,PRJNA592371,SAMN13424460,"Microbe\, viral or environmental",61174368,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",No drug r3,SRX7236061,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-64_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-64_subsample-2,Culture,SRP233631,K-12 MG1655,2,64
SRR10553886,WCS,50,150068950,PRJNA592371,SAMN13424459,"Microbe\, viral or environmental",64228592,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",No drug r3,SRX7236060,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-64_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-64_subsample-1,Culture,SRP233631,K-12 MG1655,1,64
SRR10553887,WCS,50,166254050,PRJNA592371,SAMN13424458,"Microbe\, viral or environmental",76163050,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",No drug r3,SRX7236059,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-58_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-58_subsample-4,Culture,SRP233631,K-12 MG1655,4,58
SRR10553888,WCS,50,175928200,PRJNA592371,SAMN13424457,"Microbe\, viral or environmental",79155431,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",No drug r3,SRX7236058,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-58_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-58_subsample-3,Culture,SRP233631,K-12 MG1655,3,58
SRR10553889,WCS,50,22357600,PRJNA592371,SAMN13423620,"Microbe\, viral or environmental",3038478,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",Low CMP r2,SRX7236057,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B1_passage-44_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B1_passage-44_subsample-2,Culture,SRP233631,K-12 MG1655,2,44
SRR10553890,WCS,50,175617600,PRJNA592371,SAMN13424456,"Microbe\, viral or environmental",76346882,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",No drug r3,SRX7236056,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-58_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-58_subsample-2,Culture,SRP233631,K-12 MG1655,2,58
SRR10553891,WCS,50,184054200,PRJNA592371,SAMN13424455,"Microbe\, viral or environmental",81878657,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",No drug r3,SRX7236055,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-58_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-58_subsample-1,Culture,SRP233631,K-12 MG1655,1,58
SRR10553892,WCS,50,97970250,PRJNA592371,SAMN13424454,"Microbe\, viral or environmental",45868511,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",No drug r3,SRX7236054,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-54_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-54_subsample-4,Culture,SRP233631,K-12 MG1655,4,54
SRR10553893,WCS,50,103436050,PRJNA592371,SAMN13424453,"Microbe\, viral or environmental",47522262,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",No drug r3,SRX7236053,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-54_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-54_subsample-3,Culture,SRP233631,K-12 MG1655,3,54
SRR10553894,WCS,50,103459000,PRJNA592371,SAMN13424452,"Microbe\, viral or environmental",46151089,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",No drug r3,SRX7236052,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-54_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-54_subsample-2,Culture,SRP233631,K-12 MG1655,2,54
SRR10553895,WCS,50,108968250,PRJNA592371,SAMN13424451,"Microbe\, viral or environmental",49629018,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",No drug r3,SRX7236051,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-54_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-54_subsample-1,Culture,SRP233631,K-12 MG1655,1,54
SRR10553896,WCS,50,114398000,PRJNA592371,SAMN13424450,"Microbe\, viral or environmental",53760580,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",No drug r3,SRX7236050,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-52_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-52_subsample-4,Culture,SRP233631,K-12 MG1655,4,52
SRR10553897,WCS,50,120970650,PRJNA592371,SAMN13424449,"Microbe\, viral or environmental",55791758,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",No drug r3,SRX7236049,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-52_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-52_subsample-3,Culture,SRP233631,K-12 MG1655,3,52
SRR10553898,WCS,50,120507300,PRJNA592371,SAMN13424448,"Microbe\, viral or environmental",53994115,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",No drug r3,SRX7236048,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-52_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-52_subsample-2,Culture,SRP233631,K-12 MG1655,2,52
SRR10553899,WCS,50,127306000,PRJNA592371,SAMN13424447,"Microbe\, viral or environmental",58243147,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",No drug r3,SRX7236047,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-52_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-52_subsample-1,Culture,SRP233631,K-12 MG1655,1,52
SRR10553900,WCS,50,22292650,PRJNA592371,SAMN13423619,"Microbe\, viral or environmental",3488388,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",Low CMP r2,SRX7236046,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B1_passage-44_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B1_passage-44_subsample-1,Culture,SRP233631,K-12 MG1655,1,44
SRR10553901,WCS,50,91718100,PRJNA592371,SAMN13424446,"Microbe\, viral or environmental",41878354,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",No drug r3,SRX7236045,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-48_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-48_subsample-4,Culture,SRP233631,K-12 MG1655,4,48
SRR10553902,WCS,50,96353250,PRJNA592371,SAMN13424445,"Microbe\, viral or environmental",43318490,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",No drug r3,SRX7236044,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-48_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-48_subsample-3,Culture,SRP233631,K-12 MG1655,3,48
SRR10553903,WCS,50,96573250,PRJNA592371,SAMN13424444,"Microbe\, viral or environmental",41659122,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",No drug r3,SRX7236043,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-48_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-48_subsample-2,Culture,SRP233631,K-12 MG1655,2,48
SRR10553904,WCS,50,98186700,PRJNA592371,SAMN13424443,"Microbe\, viral or environmental",43500858,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",No drug r3,SRX7236042,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-48_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-48_subsample-1,Culture,SRP233631,K-12 MG1655,1,48
SRR10553905,WCS,50,120855250,PRJNA592371,SAMN13424442,"Microbe\, viral or environmental",55173565,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",No drug r3,SRX7236041,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-44_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-44_subsample-4,Culture,SRP233631,K-12 MG1655,4,44
SRR10553906,WCS,50,127018200,PRJNA592371,SAMN13424441,"Microbe\, viral or environmental",57201399,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",No drug r3,SRX7236040,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-44_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-44_subsample-3,Culture,SRP233631,K-12 MG1655,3,44
SRR10553907,WCS,50,126782850,PRJNA592371,SAMN13424440,"Microbe\, viral or environmental",54721582,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",No drug r3,SRX7236039,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-44_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-44_subsample-2,Culture,SRP233631,K-12 MG1655,2,44
SRR10553908,WCS,50,130148850,PRJNA592371,SAMN13424439,"Microbe\, viral or environmental",57765516,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",No drug r3,SRX7236038,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-44_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-44_subsample-1,Culture,SRP233631,K-12 MG1655,1,44
SRR10553909,WCS,50,101056550,PRJNA592371,SAMN13424438,"Microbe\, viral or environmental",46591113,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",No drug r3,SRX7236037,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-40_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-40_subsample-4,Culture,SRP233631,K-12 MG1655,4,40
SRR10553910,WCS,50,105552050,PRJNA592371,SAMN13424437,"Microbe\, viral or environmental",48003370,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",No drug r3,SRX7236036,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D10_passage-40_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D10_passage-40_subsample-3,Culture,SRP233631,K-12 MG1655,3,40
SRR10553911,WCS,50,19403350,PRJNA592371,SAMN13423618,"Microbe\, viral or environmental",3257296,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",Low CMP r2,SRX7236035,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B1_passage-40_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B1_passage-40_subsample-4,Culture,SRP233631,K-12 MG1655,4,40
